--Patching for National Dex at Start of Game--
Patch successful!

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
307 Meditite   : DESTINY BOND at level 1, PSYCHO BOOST at level 1, OCTAZOOKA at level 1, FIRE PUNCH at level 1, DIZZY PUNCH at level 4, NEEDLE ARM at level 9, DOUBLE-EDGE at level 12, MEGA DRAIN at level 18, NIGHTMARE at level 22, AROMATHERAPY at level 28, COVET at level 32, KINESIS at level 38, LEER at level 42, SWEET SCENT at level 48
308 Medicham   : ENCORE at level 1, MIST at level 1, COUNTER at level 1, SEISMIC TOSS at level 1, HYPER BEAM at level 1, ASSIST at level 1, SUPERPOWER at level 1, MORNING SUN at level 4, CRABHAMMER at level 9, SACRED FIRE at level 12, MAGICAL LEAF at level 18, ROLLOUT at level 22, FOLLOW ME at level 28, BONE RUSH at level 32, BRICK BREAK at level 40, PSYCHIC at level 46, GROWL at level 54
309 Electrike  : TORMENT at level 1, AROMATHERAPY at level 1, MIRROR MOVE at level 1, EXTREMESPEED at level 1, SWAGGER at level 4, MACH PUNCH at level 9, HYDRO CANNON at level 12, FAINT ATTACK at level 17, DOUBLE TEAM at level 20, NIGHTMARE at level 25, BITE at level 28, SNORE at level 33, BLOCK at level 36, RAGE at level 41
310 Manectric  : BULLET SEED at level 1, MAGICAL LEAF at level 1, SANDSTORM at level 1, MEGAHORN at level 1, TRI ATTACK at level 4, ARM THRUST at level 9, DISABLE at level 12, DYNAMICPUNCH at level 17, TAIL WHIP at level 20, RAGE at level 25, COUNTER at level 31, MAGIC COAT at level 39, BATON PASS at level 45, ROLLING KICK at level 53
311 Plusle     : LOW KICK at level 1, FAINT ATTACK at level 1, FIRE PUNCH at level 1, ICE BEAM at level 1, RAZOR WIND at level 4, PERISH SONG at level 10, SPARK at level 13, BOUNCE at level 19, SAND-ATTACK at level 22, TEETER DANCE at level 28, DRILL PECK at level 31, LEECH LIFE at level 37, SYNTHESIS at level 40, FUTURE SIGHT at level 47
312 Minun      : METAL CLAW at level 1, SAND-ATTACK at level 1, SLAM at level 1, POISON STING at level 1, ICY WIND at level 4, BARRIER at level 10, IRON DEFENSE at level 13, SUPER FANG at level 19, UPROAR at level 22, RAPID SPIN at level 28, ACID ARMOR at level 31, DOUBLE KICK at level 37, FURY ATTACK at level 40, ZAP CANNON at level 47
313 Volbeat    : AGILITY at level 1, SPIKE CANNON at level 1, ENCORE at level 1, TWISTER at level 1, CALM MIND at level 5, BARRAGE at level 9, ICE BALL at level 13, BULK UP at level 17, HORN DRILL at level 21, SWEET KISS at level 25, SCARY FACE at level 29, FALSE SWIPE at level 33, MORNING SUN at level 37
314 Illumise   : COMET PUNCH at level 1, HYPER BEAM at level 1, BLAZE KICK at level 1, HI JUMP KICK at level 1, ROLLING KICK at level 5, SUBMISSION at level 9, TRICK at level 13, AIR CUTTER at level 17, SWIFT at level 21, AEROBLAST at level 25, ODOR SLEUTH at level 29, FOCUS PUNCH at level 33, THUNDERSHOCK at level 37
315 Roselia    : TAIL GLOW at level 1, YAWN at level 1, ICE BEAM at level 1, MIST BALL at level 1, MEGA PUNCH at level 5, LOW KICK at level 9, ABSORB at level 13, HIDDEN POWER at level 17, COMET PUNCH at level 21, SPITE at level 25, SUBSTITUTE at level 29, SUPER FANG at level 33, SWEET SCENT at level 37, STEEL WING at level 41, GUST at level 45, SOFTBOILED at level 49, LEECH SEED at level 53, HYPER BEAM at level 57
316 Gulpin     : DOUBLE KICK at level 1, POISONPOWDER at level 1, GROWL at level 1, WATER SPOUT at level 1, PIN MISSILE at level 6, VICEGRIP at level 9, WATER GUN at level 14, PSYCH UP at level 17, SKETCH at level 23, COSMIC POWER at level 28, THUNDERPUNCH at level 34, FRENZY PLANT at level 34, THIEF at level 34, BIDE at level 39
317 Swalot     : TAIL GLOW at level 1, SLEEP POWDER at level 1, FEATHERDANCE at level 1, THRASH at level 1, ROLE PLAY at level 6, MEGA KICK at level 9, KARATE CHOP at level 14, BIND at level 17, TRIPLE KICK at level 23, COVET at level 26, CRUSH CLAW at level 31, SPORE at level 40, KINESIS at level 40, OUTRAGE at level 40, NIGHTMARE at level 48
318 Carvanha   : FLATTER at level 1, HI JUMP KICK at level 1, MIRROR MOVE at level 1, VOLT TACKLE at level 1, NIGHTMARE at level 7, BLIZZARD at level 13, SNORE at level 16, TOXIC at level 22, POISONPOWDER at level 28, PSYCHO BOOST at level 31, DREAM EATER at level 37, HOWL at level 43
319 Sharpedo   : SPITE at level 1, CONVERSION 2 at level 1, PSYCHIC at level 1, HYPER VOICE at level 1, CALM MIND at level 7, HI JUMP KICK at level 13, IRON TAIL at level 16, DOUBLE TEAM at level 22, BARRIER at level 28, DISABLE at level 33, METAL SOUND at level 38, DYNAMICPUNCH at level 43, FISSURE at level 48, HORN ATTACK at level 53
320 Wailmer    : GIGA DRAIN at level 1, MEGA PUNCH at level 1, ICICLE SPEAR at level 1, BEAT UP at level 1, LOW KICK at level 5, MEGA KICK at level 10, OVERHEAT at level 14, MEDITATE at level 19, NIGHT SHADE at level 23, TRICK at level 28, WATER SPORT at level 32, SPIDER WEB at level 37, SING at level 41, FACADE at level 46, SWORDS DANCE at level 50
321 Wailord    : CRUNCH at level 1, SING at level 1, HAZE at level 1, RAPID SPIN at level 1, EXTREMESPEED at level 5, INGRAIN at level 10, SCREECH at level 14, IMPRISON at level 19, HAIL at level 23, HYPER VOICE at level 28, DOUBLE-EDGE at level 32, ROLLING KICK at level 37, WATER SPORT at level 44, SWORDS DANCE at level 52, FOCUS PUNCH at level 59
322 Numel      : SCRATCH at level 1, MUD SPORT at level 1, METAL CLAW at level 1, EXTREMESPEED at level 1, RAZOR LEAF at level 11, HEAT WAVE at level 19, MEAN LOOK at level 25, TRICK at level 29, SKILL SWAP at level 31, PROTECT at level 35, BULK UP at level 41, TOXIC at level 49
323 Camerupt   : LIGHT SCREEN at level 1, WEATHER BALL at level 1, WHIRLPOOL at level 1, THUNDER at level 1, ICE PUNCH at level 11, CRABHAMMER at level 19, TELEPORT at level 25, MUD SPORT at level 29, HI JUMP KICK at level 31, ABSORB at level 33, GROWTH at level 37, GROWL at level 45, LEAF BLADE at level 55
324 Torkoal    : HAIL at level 1, DIZZY PUNCH at level 1, LEECH LIFE at level 1, HORN ATTACK at level 1, WEATHER BALL at level 4, REFLECT at level 7, SPIKES at level 14, STEEL WING at level 17, POISON STING at level 20, BLAZE KICK at level 27, GUILLOTINE at level 30, GROWTH at level 33, STRING SHOT at level 40, BEAT UP at level 43, GUST at level 46
325 Spoink     : AERIAL ACE at level 1, ENCORE at level 1, STUN SPORE at level 1, ACID at level 1, BLOCK at level 7, METRONOME at level 10, SKY ATTACK at level 16, SPORE at level 19, CROSS CHOP at level 25, MIMIC at level 28, DOUBLE-EDGE at level 34, FURY ATTACK at level 37, INGRAIN at level 37, SLASH at level 43
326 Grumpig    : DRAGON CLAW at level 1, MIST BALL at level 1, GROWL at level 1, ANCIENTPOWER at level 1, WITHDRAW at level 7, LIGHT SCREEN at level 10, WATER SPOUT at level 16, WATER PULSE at level 19, TICKLE at level 25, GROWTH at level 28, DYNAMICPUNCH at level 37, BUBBLE at level 43, SUNNY DAY at level 43, SONICBOOM at level 55
327 Spinda     : TACKLE at level 1, HYPER FANG at level 1, SWEET KISS at level 1, NEEDLE ARM at level 1, RAIN DANCE at level 5, POWDER SNOW at level 12, MORNING SUN at level 16, SELFDESTRUCT at level 23, LEECH LIFE at level 27, SWEET SCENT at level 34, HYPNOSIS at level 38, FRENZY PLANT at level 45, LIGHT SCREEN at level 49, EXPLOSION at level 56
328 Trapinch   : SIGNAL BEAM at level 1, PAY DAY at level 1, FLAMETHROWER at level 1, NEEDLE ARM at level 1, DIZZY PUNCH at level 9, FAKE OUT at level 17, NIGHT SHADE at level 25, POISON TAIL at level 33, BLAZE KICK at level 41, VINE WHIP at level 49, MEGA DRAIN at level 57
329 Vibrava    : RETURN at level 1, TAIL WHIP at level 1, HEAL BELL at level 1, VOLT TACKLE at level 1, ROLE PLAY at level 9, SLAM at level 17, TICKLE at level 25, BUBBLEBEAM at level 33, ROLLING KICK at level 35, MEGAHORN at level 41, PURSUIT at level 49, LUSTER PURGE at level 57
330 Flygon     : PSYCHO BOOST at level 1, BARRIER at level 1, MUD SHOT at level 1, SHADOW BALL at level 1, ODOR SLEUTH at level 9, ACID ARMOR at level 17, SPITE at level 25, JUMP KICK at level 33, SANDSTORM at level 35, CALM MIND at level 41, BIDE at level 53, SONICBOOM at level 65
331 Cacnea     : CRUNCH at level 1, MIST BALL at level 1, LOCK-ON at level 1, WATER PULSE at level 1, GLARE at level 5, SLASH at level 9, HEAT WAVE at level 13, MEGA DRAIN at level 17, SMOG at level 21, ATTRACT at level 25, SHOCK WAVE at level 29, METRONOME at level 33, WISH at level 37, FUTURE SIGHT at level 41, DRILL PECK at level 45
332 Cacturne   : FORESIGHT at level 1, WISH at level 1, ANCIENTPOWER at level 1, SKULL BASH at level 1, KINESIS at level 5, HYPER FANG at level 9, BONEMERANG at level 13, JUMP KICK at level 17, STRING SHOT at level 21, METAL SOUND at level 25, MACH PUNCH at level 29, FURY SWIPES at level 35, ASSIST at level 41, CONFUSION at level 47, HORN ATTACK at level 53
333 Swablu     : DESTINY BOND at level 1, FAKE OUT at level 1, SUBMISSION at level 1, FRENZY PLANT at level 1, HARDEN at level 8, PAIN SPLIT at level 11, PRESENT at level 18, MIRROR MOVE at level 21, DRAGON RAGE at level 28, GUST at level 31, SPORE at level 38, MIRROR COAT at level 41, SHEER COLD at level 48
334 Altaria    : HAZE at level 1, FLAIL at level 1, MORNING SUN at level 1, DRAGONBREATH at level 1, AGILITY at level 8, PSYCH UP at level 11, FRUSTRATION at level 18, EGG BOMB at level 21, FOLLOW ME at level 28, IRON TAIL at level 31, WRAP at level 35, SMOG at level 40, SLAM at level 45, WITHDRAW at level 54, COTTON SPORE at level 59
335 Zangoose   : POISONPOWDER at level 1, SNORE at level 1, MIRROR COAT at level 1, LICK at level 1, POUND at level 4, MIST BALL at level 7, FURY ATTACK at level 10, SUPERPOWER at level 13, PURSUIT at level 19, HAIL at level 25, RAIN DANCE at level 31, ICICLE SPEAR at level 37, RECOVER at level 46, MEMENTO at level 55
336 Seviper    : METAL SOUND at level 1, FOLLOW ME at level 1, POISON TAIL at level 1, TRI ATTACK at level 1, MAGIC COAT at level 7, BIND at level 10, ICY WIND at level 16, SPIT UP at level 19, FURY ATTACK at level 25, WEATHER BALL at level 28, POWDER SNOW at level 34, COSMIC POWER at level 37, PERISH SONG at level 43
337 Lunatone   : SWALLOW at level 1, CALM MIND at level 1, ENDURE at level 1, WHIRLPOOL at level 1, ROCK THROW at level 7, SLEEP TALK at level 13, BULLET SEED at level 19, FIRE PUNCH at level 25, PURSUIT at level 31, HYPER VOICE at level 37, FRENZY PLANT at level 43, BITE at level 49
338 Solrock    : PRESENT at level 1, MAGNITUDE at level 1, BARRIER at level 1, MACH PUNCH at level 1, BEAT UP at level 7, SIGNAL BEAM at level 13, OCTAZOOKA at level 19, ODOR SLEUTH at level 25, SNORE at level 31, DOUBLE TEAM at level 37, SWALLOW at level 43, SOLARBEAM at level 49
339 Barboach   : SONICBOOM at level 1, SPIT UP at level 1, HYPNOSIS at level 1, BUBBLE at level 1, HYPER BEAM at level 6, LOW KICK at level 6, ROCK THROW at level 11, AIR CUTTER at level 16, WRAP at level 21, KNOCK OFF at level 26, PAIN SPLIT at level 26, IRON TAIL at level 31, FOCUS PUNCH at level 36, FIRE BLAST at level 41
340 Whiscash   : DEFENSE CURL at level 1, DRILL PECK at level 1, WEATHER BALL at level 1, PSYBEAM at level 1, HEADBUTT at level 6, DOUBLE TEAM at level 6, KNOCK OFF at level 11, COVET at level 16, METAL CLAW at level 21, WRAP at level 26, FURY SWIPES at level 26, POISON TAIL at level 36, VINE WHIP at level 46, SKY UPPERCUT at level 56
341 Corphish   : REST at level 1, REFLECT at level 1, GRUDGE at level 1, TACKLE at level 1, AURORA BEAM at level 7, AEROBLAST at level 10, ROLE PLAY at level 13, ROLLING KICK at level 20, SCREECH at level 23, SPIT UP at level 26, MEMENTO at level 32, BARRIER at level 35, PAY DAY at level 38, DIZZY PUNCH at level 44
342 Crawdaunt  : SECRET POWER at level 1, CURSE at level 1, MEGAHORN at level 1, MIST BALL at level 1, WATER GUN at level 7, RAPID SPIN at level 10, SUNNY DAY at level 13, ICE PUNCH at level 20, CONSTRICT at level 23, WATER SPOUT at level 26, ROLLOUT at level 34, STEEL WING at level 39, DOOM DESIRE at level 44, HI JUMP KICK at level 52
343 Baltoy     : SWAGGER at level 1, FLAIL at level 1, ZAP CANNON at level 1, SKY UPPERCUT at level 1, VICEGRIP at level 3, PAIN SPLIT at level 5, MEMENTO at level 7, BARRIER at level 11, WHIRLPOOL at level 15, CONVERSION 2 at level 19, IMPRISON at level 25, SUNNY DAY at level 31, ROCK SLIDE at level 37, BATON PASS at level 45
344 Claydol    : MIST BALL at level 1, BLOCK at level 1, MAGNITUDE at level 1, HYPER VOICE at level 1, SCRATCH at level 3, THUNDERSHOCK at level 5, SLAM at level 7, BONE RUSH at level 11, BONE CLUB at level 15, BULLET SEED at level 19, YAWN at level 25, PIN MISSILE at level 31, UPROAR at level 36, FALSE SWIPE at level 42, POISONPOWDER at level 55
345 Lileep     : FAKE TEARS at level 1, TORMENT at level 1, FRENZY PLANT at level 1, OCTAZOOKA at level 1, AURORA BEAM at level 8, GLARE at level 15, THUNDERSHOCK at level 22, EXTREMESPEED at level 29, AMNESIA at level 36, MEGA PUNCH at level 43, BATON PASS at level 50, LOW KICK at level 50, DRAGON RAGE at level 50
346 Cradily    : SWEET SCENT at level 1, SAFEGUARD at level 1, NIGHT SHADE at level 1, BUBBLE at level 1, SKY UPPERCUT at level 8, SPLASH at level 15, ACID at level 22, METAL SOUND at level 29, SKILL SWAP at level 36, FAKE OUT at level 48, BLOCK at level 60, IRON DEFENSE at level 60, GRUDGE at level 60
347 Anorith    : SWEET KISS at level 1, SWORDS DANCE at level 1, SUNNY DAY at level 1, MEGAHORN at level 1, LOCK-ON at level 7, MIST BALL at level 13, WHIRLWIND at level 19, SHEER COLD at level 25, TEETER DANCE at level 31, WATER SPORT at level 37, CONFUSION at level 43, ROCK THROW at level 49, OUTRAGE at level 55
348 Armaldo    : WITHDRAW at level 1, ROCK SLIDE at level 1, EXTRASENSORY at level 1, HEAT WAVE at level 1, SUBSTITUTE at level 7, GIGA DRAIN at level 13, SWORDS DANCE at level 19, SPIDER WEB at level 25, LUSTER PURGE at level 31, CALM MIND at level 37, PROTECT at level 46, SLEEP TALK at level 55, THUNDERSHOCK at level 64
349 Feebas     : ROCK SLIDE at level 1, SKY UPPERCUT at level 1, SUBMISSION at level 1, LEAF BLADE at level 1, MAGICAL LEAF at level 15, POISON FANG at level 30
350 Milotic    : WATER PULSE at level 1, FLAME WHEEL at level 1, FIRE PUNCH at level 1, BITE at level 1, GROWL at level 5, DRILL PECK at level 10, HEAT WAVE at level 15, MIRROR COAT at level 20, CURSE at level 25, BATON PASS at level 30, SWEET SCENT at level 35, POISON TAIL at level 40, DOUBLE TEAM at level 45, ZAP CANNON at level 50
351 Castform   : SCRATCH at level 1, THUNDERPUNCH at level 1, FLAIL at level 1, LICK at level 1, BONE CLUB at level 10, FOLLOW ME at level 10, SUBSTITUTE at level 10, FURY ATTACK at level 20, ICE BEAM at level 20, PAIN SPLIT at level 20, SING at level 30
352 Kecleon    : HYDRO PUMP at level 1, SHOCK WAVE at level 1, HYPER VOICE at level 1, BLIZZARD at level 1, BEAT UP at level 1, FAKE OUT at level 4, STOMP at level 7, MAGICAL LEAF at level 12, THUNDERPUNCH at level 17, THRASH at level 24, IRON TAIL at level 31, MILK DRINK at level 40, CLAMP at level 49
353 Shuppet    : SPIT UP at level 1, SPIKE CANNON at level 1, ROCK SLIDE at level 1, CRUSH CLAW at level 1, JUMP KICK at level 8, BARRIER at level 13, NEEDLE ARM at level 20, COTTON SPORE at level 25, VINE WHIP at level 32, SWEET KISS at level 37, THIEF at level 44, PURSUIT at level 49, LEECH SEED at level 56
354 Banette    : CALM MIND at level 1, FAKE OUT at level 1, GROWL at level 1, OUTRAGE at level 1, BULLET SEED at level 8, SLEEP POWDER at level 13, TOXIC at level 20, FRUSTRATION at level 25, REST at level 32, HI JUMP KICK at level 39, IRON TAIL at level 48, WING ATTACK at level 55, RAZOR WIND at level 64
355 Duskull    : STEEL WING at level 1, BIDE at level 1, BLAST BURN at level 1, FIRE SPIN at level 1, DRILL PECK at level 5, CHARM at level 12, SUNNY DAY at level 16, POISON STING at level 23, GRASSWHISTLE at level 27, MEAN LOOK at level 34, REFLECT at level 38, CRUNCH at level 45, SKILL SWAP at level 49
356 Dusclops   : BLIZZARD at level 1, MUDDY WATER at level 1, SHADOW PUNCH at level 1, CRABHAMMER at level 1, IRON DEFENSE at level 5, FIRE PUNCH at level 12, PECK at level 16, TAUNT at level 23, POISON FANG at level 27, GIGA DRAIN at level 34, MILK DRINK at level 37, MACH PUNCH at level 41, THRASH at level 51, SILVER WIND at level 58
357 Tropius    : MIRROR COAT at level 1, SLACK OFF at level 1, POISON GAS at level 1, ROCK SLIDE at level 1, ROLE PLAY at level 7, ZAP CANNON at level 11, EXTREMESPEED at level 17, LEER at level 21, THIEF at level 27, STUN SPORE at level 31, DESTINY BOND at level 37, AERIAL ACE at level 41, CURSE at level 47
358 Chimecho   : LIGHT SCREEN at level 1, SMOG at level 1, PROTECT at level 1, PECK at level 1, METEOR MASH at level 6, RAZOR LEAF at level 9, ICE BEAM at level 14, SPARK at level 17, BRICK BREAK at level 22, ENDURE at level 25, MOONLIGHT at level 30, CALM MIND at level 33, THUNDERBOLT at level 38, SHADOW BALL at level 41, SUNNY DAY at level 46
359 Absol      : HEAT WAVE at level 1, ENDEAVOR at level 1, SLUDGE BOMB at level 1, HYPER FANG at level 1, THUNDERPUNCH at level 5, GUST at level 9, CONFUSION at level 13, SAND TOMB at level 17, PSYCHO BOOST at level 21, AMNESIA at level 26, PAY DAY at level 31, AGILITY at level 36, RAPID SPIN at level 41, MACH PUNCH at level 46
360 Wynaut     : SLASH at level 1, PSYWAVE at level 1, ICE PUNCH at level 1, VINE WHIP at level 1, SEISMIC TOSS at level 15, THUNDERPUNCH at level 15, BLOCK at level 15, DOUBLE TEAM at level 15
361 Snorunt    : VOLT TACKLE at level 1, BUBBLE at level 1, DRAGON CLAW at level 1, CRUSH CLAW at level 1, RAIN DANCE at level 7, SUPER FANG at level 10, HEADBUTT at level 16, MUD-SLAP at level 19, CHARGE at level 25, DREAM EATER at level 28, MEDITATE at level 34, BULLET SEED at level 37, NIGHTMARE at level 43
362 Glalie     : DOUBLESLAP at level 1, WITHDRAW at level 1, OVERHEAT at level 1, BUBBLE at level 1, SPITE at level 7, TELEPORT at level 10, CONVERSION 2 at level 16, TRI ATTACK at level 19, STUN SPORE at level 25, CURSE at level 28, REFLECT at level 34, TWINEEDLE at level 42, WHIRLPOOL at level 53, STOMP at level 61
363 Spheal     : STUN SPORE at level 1, AIR CUTTER at level 1, CONFUSION at level 1, DRAGONBREATH at level 1, SMELLINGSALT at level 7, SKY ATTACK at level 13, TAIL WHIP at level 19, QUICK ATTACK at level 25, CALM MIND at level 31, BONE CLUB at level 37, COSMIC POWER at level 37, ROLE PLAY at level 43, SWALLOW at level 49
364 Sealeo     : IRON DEFENSE at level 1, WING ATTACK at level 1, STEEL WING at level 1, ICE BEAM at level 1, RECYCLE at level 7, HI JUMP KICK at level 13, MIRROR COAT at level 19, MEDITATE at level 25, FRUSTRATION at level 31, LEECH LIFE at level 39, FORESIGHT at level 39, WATER GUN at level 47, PSYBEAM at level 55
365 Walrein    : CROSS CHOP at level 1, MIRROR COAT at level 1, DYNAMICPUNCH at level 1, DRAGON CLAW at level 1, WITHDRAW at level 7, TAIL GLOW at level 13, BEAT UP at level 19, EGG BOMB at level 25, COUNTER at level 31, CURSE at level 39, THUNDERBOLT at level 39, EXTRASENSORY at level 50, SMOG at level 61
366 Clamperl   : TAKE DOWN at level 1, WRAP at level 1, POISONPOWDER at level 1, ASTONISH at level 1
367 Huntail    : TRICK at level 1, ASTONISH at level 1, TOXIC at level 1, TAKE DOWN at level 1, HYPER BEAM at level 8, KINESIS at level 15, LEECH LIFE at level 22, IRON TAIL at level 29, FACADE at level 36, OUTRAGE at level 43, SPIKES at level 50
368 Gorebyss   : SAND TOMB at level 1, SKILL SWAP at level 1, INGRAIN at level 1, TACKLE at level 1, SKY UPPERCUT at level 8, SMOKESCREEN at level 15, CONVERSION 2 at level 22, HARDEN at level 29, WISH at level 36, REFRESH at level 43, FURY ATTACK at level 50
369 Relicanth  : GUST at level 1, DIG at level 1, WATER GUN at level 1, CROSS CHOP at level 1, FIRE BLAST at level 8, STRING SHOT at level 15, VICEGRIP at level 22, ROAR at level 29, SING at level 36, DOUBLE KICK at level 43, POUND at level 50, DIZZY PUNCH at level 57, CHARGE at level 64
370 Luvdisc    : ACID ARMOR at level 1, REVERSAL at level 1, MUDDY WATER at level 1, ROCK THROW at level 1, SPIKE CANNON at level 4, ICY WIND at level 12, HARDEN at level 16, STUN SPORE at level 24, DIZZY PUNCH at level 28, CRUNCH at level 36, DOUBLE KICK at level 40, SCRATCH at level 48
371 Bagon      : SYNTHESIS at level 1, LEECH SEED at level 1, TWINEEDLE at level 1, BUBBLEBEAM at level 1, SLEEP TALK at level 5, LUSTER PURGE at level 9, STEEL WING at level 17, REVENGE at level 21, ROCK TOMB at level 25, PSYBEAM at level 33, SLASH at level 37, NATURE POWER at level 41, SACRED FIRE at level 49, DRAGON RAGE at level 53
372 Shelgon    : SUBMISSION at level 1, SPORE at level 1, ASSIST at level 1, SMELLINGSALT at level 1, FISSURE at level 5, TWISTER at level 9, WATER PULSE at level 17, DIZZY PUNCH at level 21, WRAP at level 25, BUBBLE at level 30, TAIL GLOW at level 38, MAGICAL LEAF at level 47, CALM MIND at level 56, TELEPORT at level 69, THUNDER WAVE at level 78
373 Salamence  : LIGHT SCREEN at level 1, SOFTBOILED at level 1, SLEEP POWDER at level 1, WATER SPOUT at level 1, POUND at level 5, ANCIENTPOWER at level 9, DOUBLESLAP at level 17, FISSURE at level 21, TAKE DOWN at level 25, LEECH SEED at level 30, SONICBOOM at level 38, SUPERSONIC at level 47, ACID at level 50, BIDE at level 61, REFRESH at level 79, SWEET SCENT at level 93
374 Beldum     : SHARPEN at level 1, ENDEAVOR at level 1, IMPRISON at level 1, WING ATTACK at level 1
375 Metang     : TELEPORT at level 1, DRAGONBREATH at level 1, ENCORE at level 1, GIGA DRAIN at level 1, CRUNCH at level 20, BLOCK at level 20, WISH at level 26, SOFTBOILED at level 32, SUBSTITUTE at level 38, SLAM at level 44, SHOCK WAVE at level 50, BEAT UP at level 56, SACRED FIRE at level 62
376 Metagross  : COVET at level 1, COTTON SPORE at level 1, GROWTH at level 1, HORN ATTACK at level 1, SUPERSONIC at level 20, ACID at level 20, SLEEP TALK at level 26, WATER PULSE at level 32, RAIN DANCE at level 38, HAIL at level 44, METAL SOUND at level 55, SKY ATTACK at level 66, DOUBLE-EDGE at level 77
377 Regirock   : SKETCH at level 1, FOCUS PUNCH at level 1, GUILLOTINE at level 1, SCRATCH at level 1, SWAGGER at level 9, SLEEP TALK at level 17, DEFENSE CURL at level 25, SECRET POWER at level 33, GIGA DRAIN at level 41, HORN DRILL at level 49, TELEPORT at level 57, EMBER at level 65
378 Regice     : LEECH LIFE at level 1, SILVER WIND at level 1, SUBMISSION at level 1, BRICK BREAK at level 1, THUNDER WAVE at level 9, HYDRO CANNON at level 17, SWIFT at level 25, AURORA BEAM at level 33, WILL-O-WISP at level 41, RECYCLE at level 49, SOLARBEAM at level 57, DOUBLE-EDGE at level 65
379 Registeel  : WATER SPORT at level 1, TEETER DANCE at level 1, HYPER FANG at level 1, WATER SPOUT at level 1, GROWL at level 9, SKY ATTACK at level 17, RAIN DANCE at level 25, METEOR MASH at level 33, THIEF at level 41, EXPLOSION at level 41, FUTURE SIGHT at level 49, BARRAGE at level 57, SPARK at level 65
380 Latias     : DREAM EATER at level 1, OUTRAGE at level 1, POISON GAS at level 1, LEAF BLADE at level 1, MUD SPORT at level 5, EXTRASENSORY at level 10, DYNAMICPUNCH at level 15, AIR CUTTER at level 20, ATTRACT at level 25, SUPERPOWER at level 30, FRENZY PLANT at level 35, CRABHAMMER at level 40, HEADBUTT at level 45, MAGNITUDE at level 50
381 Latios     : ICE BALL at level 1, CONVERSION 2 at level 1, SLACK OFF at level 1, LEECH LIFE at level 1, DRAGON CLAW at level 5, SPLASH at level 10, FURY CUTTER at level 15, DIG at level 20, MIRROR MOVE at level 25, DRAGON RAGE at level 30, HAIL at level 35, MORNING SUN at level 40, MEDITATE at level 45, FUTURE SIGHT at level 50
382 Kyogre     : POISON STING at level 1, PSYCHIC at level 1, HELPING HAND at level 1, MIST BALL at level 1, ROLLOUT at level 5, SMOKESCREEN at level 15, ROLE PLAY at level 20, SWORDS DANCE at level 30, MINIMIZE at level 35, COSMIC POWER at level 45, SANDSTORM at level 50, HYPER BEAM at level 60, SCREECH at level 65, TICKLE at level 75
383 Groudon    : MUD SHOT at level 1, NIGHT SHADE at level 1, METRONOME at level 1, BUBBLE at level 1, VICEGRIP at level 5, LOVELY KISS at level 15, KNOCK OFF at level 20, SKY UPPERCUT at level 30, KARATE CHOP at level 35, DETECT at level 45, DRAGON RAGE at level 50, BLOCK at level 60, DREAM EATER at level 65, DRAGON CLAW at level 75
384 Rayquaza   : PAY DAY at level 1, POISON GAS at level 1, YAWN at level 1, KARATE CHOP at level 1, MORNING SUN at level 5, FIRE SPIN at level 15, OUTRAGE at level 20, EMBER at level 30, BOUNCE at level 35, HEAT WAVE at level 45, DIZZY PUNCH at level 50, VOLT TACKLE at level 60, PSYCHO BOOST at level 65, MAGICAL LEAF at level 75
385 Jirachi    : DETECT at level 1, DRAGON DANCE at level 1, POISON TAIL at level 1, RAZOR WIND at level 1, SUBSTITUTE at level 5, WEATHER BALL at level 10, FLATTER at level 15, CRUNCH at level 20, CONVERSION 2 at level 25, AGILITY at level 30, MUD SPORT at level 35, TELEPORT at level 40, SLASH at level 45, COMET PUNCH at level 50
386 Deoxys     : WEATHER BALL at level 1, WHIRLWIND at level 1, THRASH at level 1, KNOCK OFF at level 1, POISON TAIL at level 5, RAPID SPIN at level 10, MOONLIGHT at level 15, LEECH LIFE at level 20, FACADE at level 25, SPIT UP at level 30, TAIL GLOW at level 35, THUNDERPUNCH at level 40, RAZOR WIND at level 45, PSYBEAM at level 50

--Trainers Pokemon--
#1 (Swimmer ♂ Wellington)@310058 - Grumpig Lv21
#2 (Cyclist Stacey)@310080 - Hypno Lv32
#3 (Cyclist Lawrence)@3100A8 - Piloswine Lv31, Flareon Lv31
#4 (Cyclist Antoinette)@3100D0 - Cacturne Lv32
#5 (Cyclist Sonya)@3100F8 - Noctowl Lv32
#6 (Cyclist Jill)@310120 - Lapras Lv36
#7 (Cyclist Malcolm)@310148 - Exeggutor Lv36
#8 (Cyclist Scarlett)@310170 - Slaking Lv36
#9 (Fisher Robin)@310198 - Pikachu Lv26, Arbok Lv26, Koffing Lv26, Sandshrew Lv26, Steelix Lv26, Electrike Lv26
#10 (Cyclist Lillianna)@3101C0 - Dratini Lv9
#11 (Bug Catcher Daniel)@3101E8 - Deoxys Lv29, Ninjask Lv29
#12 (Botanist Veronica)@310210 - Arcanine Lv30, Shedinja Lv30
#13 (Cop Crystal)@310238 - Blissey Lv30, Mantine Lv30
#14 (Cyclist Lillianna)@310260 - Hypno Lv36
#15 (Champion Veronica)@310288 - Lanturn Lv34
