--Patching for National Dex at Start of Game--
Patch successful!

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
245 Suicune    : PRESENTE at level 1, FALSOTORTAZO at level 1, LÁTIGO at level 1, RAYO AURORA at level 1, RESERVA at level 11, ENCANTO at level 21, PUÑO CERTERO at level 31, PUÑO SOMBRA at level 41, ARMAD. ÁCIDA at level 51, PICOTAZO at level 61, NEBLINA at level 71, MAGNITUD at level 81
246 Larvitar   : SOMNÍFERO at level 1, BOLA HIELO at level 1, ALA DE ACERO at level 1, ARAÑAZO at level 1, DISP. LODO at level 8, PATADA ÍGNEA at level 15, DESQUITE at level 22, CAMPANA CURA at level 29, PSICORRAYO at level 36, RONQUIDO at level 43, GOLPE AÉREO at level 50, MALDICIÓN at level 57
247 Pupitar    : ONDA VOLTIO at level 1, SILBATO at level 1, LEGADO at level 1, PUÑO HIELO at level 1, DEMOLICIÓN at level 8, BESO AMOROSO at level 15, TÓXICO at level 22, DOBLEBOFETÓN at level 29, RIZO DEFENSA at level 38, AGARRE at level 47, IMPRESIONAR at level 56, MOV. SÍSMICO at level 65
248 Tyranitar  : COLA VENENO at level 1, HIP.COLMILLO at level 1, MANTO ESPEJO at level 1, ESTÍMULO at level 1, RAYO BURBUJA at level 8, SONÁMBULO at level 15, METEOROBOLA at level 22, CAPA MÁGICA at level 29, AIRE AFILADO at level 38, DANZA PLUMA at level 47, GRANIZO at level 61, DESTRUCTOR at level 75
249 Lugia      : MORDISCO at level 1, ATADURA at level 1, PUÑO TRUENO at level 1, RUEDA FUEGO at level 1, ECO METÁLICO at level 11, ONDA VOLTIO at level 22, RELAJO at level 33, BUCLE ARENA at level 44, MEGAPUÑO at level 55, ANILLO ÍGNEO at level 66, IMAGEN at level 77, FINTA at level 88, HIPERRAYO at level 99
250 Ho-Oh      : DERRIBO at level 1, PAZ MENTAL at level 1, MANTO ESPEJO at level 1, ATAQUE AÉREO at level 1, TORMENTO at level 11, HIPNOSIS at level 22, LEGADO at level 33, BOLA HIELO at level 44, INTERCAMBIO at level 55, RASTREO at level 66, ONDA VOLTIO at level 77, CLAVO CAÑÓN at level 88, ESPORAGODÓN at level 99
251 Celebi     : GAS VENENOSO at level 1, PUÑO MAREO at level 1, BOLA SOMBRA at level 1, PATADA GIRO at level 1, ATAQUE AÉREO at level 10, SUSTITUTO at level 20, CANTO MORTAL at level 30, HIDROCAÑÓN at level 40, FORTALEZA at level 50
252 Treecko    : DANZA DRAGÓN at level 1, NIEVE POLVO at level 1, PATADA GIRO at level 1, DOBLE FILO at level 1, VENTISCA at level 6, HOJA AFILADA at level 11, ONDA TRUENO at level 16, MORDISCO at level 21, BOTE at level 26, PULPOCAÑÓN at level 31, POLUCIÓN at level 36, ULTRAPUÑO at level 41, ATAQUE FURIA at level 46
253 Grovyle    : PORTAZO at level 1, SUMISIÓN at level 1, ADAPTACIÓN at level 1, GIRO RÁPIDO at level 1, ASCUAS at level 6, CONTADOR at level 11, GRANIZO at level 16, ONDA ÍGNEA at level 17, ATAQUE ARENA at level 23, PERFORADOR at level 29, ANILLO ÍGNEO at level 35, AGUA LODOSA at level 41, RELEVO at level 47, SOMNÍFERO at level 53
254 Sceptile   : ATAQUE ARENA at level 1, DESQUITE at level 1, POLVO VENENO at level 1, GIRO FUEGO at level 1, ONDA VOLTIO at level 6, MOV. SÍSMICO at level 11, GIGADRENADO at level 16, EMPUJÓN at level 17, DANZA DRAGÓN at level 23, SALPICAR at level 29, PARALIZADOR at level 35, CHISPA at level 43, BOTE at level 51, MÁS PSIQUE at level 59
255 Torchic    : LUZ LUNAR at level 1, CONVERSIÓN2 at level 1, GIGADRENADO at level 1, PUÑO HIELO at level 1, AGUANTE at level 7, LANZARROCAS at level 10, PÚAS at level 16, DESQUITE at level 19, CAMELO at level 25, DIVIDE DOLOR at level 28, FOCO ENERGÍA at level 34, IMAGEN at level 37, PODER PASADO at level 43
256 Combusken  : PLANTA FEROZ at level 1, FUERZA BRUTA at level 1, VENGANZA at level 1, GOLPE CUERPO at level 1, EXPLOSIÓN at level 7, RAYO at level 13, LUZ LUNAR at level 16, REFLEJO at level 17, LANZALLAMAS at level 21, FOCO ENERGÍA at level 28, ARRAIGO at level 32, AULLIDO at level 39, GUILLOTINA at level 43, PREMONICIÓN at level 50
257 Blaziken   : ARAÑAZO at level 1, V. CORTANTE at level 1, PUÑO COMETA at level 1, PODER PASADO at level 1, TRIATAQUE at level 1, RASTREO at level 7, KINÉTICO at level 13, LANZARROCAS at level 16, HOJA MÁGICA at level 17, SUPERDIENTE at level 21, DOBLE RAYO at level 28, VENTISCA at level 32, ATAQUE ARENA at level 36, CORNADA at level 42, DOBLEATAQUE at level 49, LADRÓN at level 59
258 Mudkip     : GIRO FUEGO at level 1, BOFETÓN LODO at level 1, IMITACIÓN at level 1, VIENTO HIELO at level 1, RÁFAGA at level 6, PUÑO HIELO at level 10, IMAGEN at level 15, COLMILLO VEN at level 19, RENCOR at level 24, DOBLE EQUIPO at level 28, ANILLO ÍGNEO at level 33, PÚAS at level 37, MAGNITUD at level 42, FURIA at level 46
259 Marshtomp  : MANTO ESPEJO at level 1, MOV. ESPEJO at level 1, TELÉPATA at level 1, DÍA DE PAGO at level 1, PUÑO HIELO at level 6, PATADA ÍGNEA at level 10, RAPIDEZ at level 15, PRESA at level 16, TORBELLINO at level 20, BESO DULCE at level 25, METEOROBOLA at level 31, HIDROCHORRO at level 37, ALIVIO at level 42, LANZALLAMAS at level 46, DOBLE RAYO at level 53
260 Swampert   : CANTO at level 1, PESADILLA at level 1, AGUANTE at level 1, ATADURA at level 1, FUEGOSAGRADO at level 6, ATAQUE ALA at level 10, MISMODESTINO at level 15, TERREMOTO at level 16, RÁFAGA at level 20, DIVIDE DOLOR at level 25, REPETICIÓN at level 31, KINÉTICO at level 39, ESTALLIDO at level 46, CERCA at level 52, MALICIOSO at level 61
261 Poochyena  : DANZA PÉTALO at level 1, TORNADO at level 1, FUEGOSAGRADO at level 1, METEOROBOLA at level 1, ASCUAS at level 5, PÚAS at level 9, IMITACIÓN at level 13, REMOLINO at level 17, BOMBA SÓNICA at level 21, MALICIOSO at level 25, MOV. ESPEJO at level 29, RECICLAJE at level 33, ADAPTACIÓN at level 37, CARA SUSTO at level 41, ONDA VOLTIO at level 45
262 Mightyena  : CORTEFURIA at level 1, ALIVIO at level 1, AMORTIGUADOR at level 1, CONFUSIÓN at level 1, MANTO ESPEJO at level 5, ESQUEMA at level 9, PUÑO COMETA at level 13, LÁTIGO CEPA at level 17, AEROCHORRO at level 22, GIRO RÁPIDO at level 27, ANTOJO at level 32, ANULACIÓN at level 37, AYUDA at level 42, DEMOLICIÓN at level 47, CABEZAZO at level 52
263 Zigzagoon  : SOL MATINAL at level 1, BOMBA SÓNICA at level 1, REPETICIÓN at level 1, VENTISCA at level 1, TUMBA ROCAS at level 5, PERFORADOR at level 9, FOCO ENERGÍA at level 13, PARANORMAL at level 17, PRESA at level 21, PAZ MENTAL at level 25, BOMBA LODO at level 29, BRAZO PINCHO at level 33, VIENTO HIELO at level 37, MEDITACIÓN at level 41
264 Linoone    : SOMNÍFERO at level 1, REDUCCIÓN at level 1, ENCANTO at level 1, V. CORTANTE at level 1, GIRO FUEGO at level 5, RAYO SOLAR at level 9, MEGAPUÑO at level 13, MEDITACIÓN at level 17, RAYO AURORA at level 23, POLVO VENENO at level 29, DOBLE FILO at level 35, GOLPE at level 41, RASTREO at level 47, PUÑO HIELO at level 53
265 Wurmple    : SEÑUELO at level 1, CONTADOR at level 1, BESO AMOROSO at level 1, GOLPE KARATE at level 1, ARAÑAZO at level 5
266 Silcoon    : LÁTIGO at level 1, ENFADO at level 1, BRAZO PINCHO at level 1, TERREMOTO at level 1, FURIA at level 7
267 Beautifly  : AMORTIGUADOR at level 1, IMPACTRUENO at level 1, RELEVO at level 1, SALPICAR at level 1, PUÑO CERTERO at level 10, MAL DE OJO at level 13, MIMÉTICO at level 17, SEÑUELO at level 20, DEMOLICIÓN at level 24, REFUERZO at level 27, HIDROCAÑÓN at level 31, PERFORADOR at level 34, RECICLAJE at level 38
268 Cascoon    : DANZA CAOS at level 1, ATAQUE ALA at level 1, FORTALEZA at level 1, BRAZO PINCHO at level 1, MEGACUERNO at level 7
269 Dustox     : IMPRESIONAR at level 1, PALIZA at level 1, PANTALLAHUMO at level 1, LANZARROCAS at level 1, AULLIDO at level 10, IMAGEN at level 13, POLVO VENENO at level 17, LEGADO at level 20, SÍNTESIS at level 24, MANTO ESPEJO at level 27, AFILAR at level 31, SILBATO at level 34, SALPICADURA at level 38
270 Lotad      : PRESENTE at level 1, PODER PASADO at level 1, DÍA SOLEADO at level 1, HIDROBOMBA at level 1, RESTRICCIÓN at level 3, DANZA PLUMA at level 7, BLOQUEO at level 13, DOBLE FILO at level 21, PICO TALADRO at level 31, VELO SAGRADO at level 43
271 Lombre     : LLANTO FALSO at level 1, SONÁMBULO at level 1, FURIA at level 1, ONDA VOLTIO at level 1, GOLPE CABEZA at level 3, DÍA SOLEADO at level 7, MALDICIÓN at level 13, GANCHO ALTO at level 19, PICOTAZO VEN at level 25, CONVERSIÓN at level 31, DANZA LLUVIA at level 37, AVALANCHA at level 43, RETROCESO at level 49
272 Ludicolo   : SUPERSÓNICO at level 1, LEGADO at level 1, BOLA SOMBRA at level 1, MARTILLAZO at level 1
273 Seedot     : ULTRAPUÑO at level 1, GAS VENENOSO at level 1, RAYO AURORA at level 1, NIEVE POLVO at level 1, HIDROBOMBA at level 3, PUÑO FUEGO at level 7, MOFA at level 13, PESADILLA at level 21, CORNADA at level 31, ENFADO at level 43
274 Nuzleaf    : PIN MISIL at level 1, RESERVA at level 1, REPETICIÓN at level 1, ONDA VOLTIO at level 1, FURIA at level 3, FUERZA BRUTA at level 7, GOLPES FURIA at level 13, MARTILLAZO at level 19, ESTÍMULO at level 25, LENGÜETAZO at level 31, PERFORADOR at level 37, HIDROCHORRO at level 43, NEBLINA at level 49
275 Shiftry    : ESPORA at level 1, SALPICAR at level 1, BESO AMOROSO at level 1, DESARME at level 1
276 Taillow    : CHAPOTEOLODO at level 1, MEDITACIÓN at level 1, DOBLE RAYO at level 1, HIDROPULSO at level 1, TELÉPATA at level 4, FUERZA BRUTA at level 8, TERREMOTO at level 13, PARALIZADOR at level 19, DRAGOALIENTO at level 26, FORTALEZA at level 34, SALPICADURA at level 43
277 Swellow    : GOLPE CUERPO at level 1, DESARROLLO at level 1, BESO AMOROSO at level 1, TUMBA ROCAS at level 1, CAMELO at level 4, DANZA PÉTALO at level 8, PUÑO CERTERO at level 13, VEL. EXTREMA at level 19, SUSTITUTO at level 28, TORBELLINO at level 38, CICLÓN at level 49
278 Wingull    : DETECCIÓN at level 1, PAZ MENTAL at level 1, ESPORAGODÓN at level 1, PSÍQUICO at level 1, PLACAJE at level 7, VOZARRÓN at level 13, CUCHILLADA at level 21, TORBELLINO at level 31, TRIATAQUE at level 43, ONDA ÍGNEA at level 55
279 Pelipper   : DEMOLICIÓN at level 1, LENGÜETAZO at level 1, SILBATO at level 1, MEGAAGOTAR at level 1, HOJA AFILADA at level 3, EXPLOSIÓN at level 7, RAYO at level 13, ONDA ÍGNEA at level 21, IMITACIÓN at level 25, VIENTO PLATA at level 33, LADRÓN at level 33, FUEGOSAGRADO at level 47, AEROCHORRO at level 61
280 Ralts      : TERREMOTO at level 1, LEGADO at level 1, DANZA PÉTALO at level 1, BOLA SOMBRA at level 1, DANZA LLUVIA at level 6, BESO DULCE at level 11, PARALIZADOR at level 16, AULLIDO at level 21, BOMBA LODO at level 26, AROMATERAPIA at level 31, ATAQUE ARENA at level 36, MOV. ESPEJO at level 41, PSICORRAYO at level 46
281 Kirlia     : VIENTO HIELO at level 1, ATRACCIÓN at level 1, RÁFAGA at level 1, EXCAVAR at level 1, DESENROLLAR at level 6, HIDROCAÑÓN at level 11, CHISPA at level 16, PUÑO CERTERO at level 21, DANZA LLUVIA at level 26, TRAGAR at level 33, PODER PASADO at level 40, BOTE at level 47, EXPLOSIÓN at level 54
282 Gardevoir  : AMORTIGUADOR at level 1, PUÑO CERTERO at level 1, PROFECÍA at level 1, LENGÜETAZO at level 1, TINIEBLAS at level 6, PUÑODINÁMICO at level 11, FURIA at level 16, RELAJO at level 21, TAJO CRUZADO at level 26, VELO SAGRADO at level 33, PLANTA FEROZ at level 42, SORPRESA at level 51, MISMODESTINO at level 60
283 Surskit    : PARANORMAL at level 1, REFUERZO at level 1, DAÑO SECRETO at level 1, PICO TALADRO at level 1, DOBLEBOFETÓN at level 7, RELAJO at level 13, ESPORAGODÓN at level 19, HUESO PALO at level 25, AGUA LODOSA at level 31, PULPOCAÑÓN at level 37, ESPORA at level 37
284 Masquerain : ANULACIÓN at level 1, ATAQUE AÉREO at level 1, PICOTAZO VEN at level 1, TRITURAR at level 1, CONVERSIÓN2 at level 7, LANZALLAMAS at level 13, ECO METÁLICO at level 19, LLANTO FALSO at level 26, BOLA NEBLINA at level 33, PESADILLA at level 40, BURBUJA at level 47, DESEO at level 53
285 Shroomish  : EMPUJÓN at level 1, DÍA DE PAGO at level 1, PERSECUCIÓN at level 1, TORNADO at level 1, FALSOTORTAZO at level 4, TRAGAR at level 7, PULPOCAÑÓN at level 10, PEDRADA at level 16, ESQUEMA at level 22, IMPACTRUENO at level 28, ANULACIÓN at level 36, CONVERSIÓN2 at level 45, DULCE AROMA at level 54
286 Breloom    : TRIATAQUE at level 1, TERREMOTO at level 1, CONFUSIÓN at level 1, SALPICAR at level 1, CLAVO CAÑÓN at level 4, PAT. S. ALTA at level 7, IMPRESIONAR at level 10, DOBLE EQUIPO at level 16, RASTREO at level 22, TRIPLEPATADA at level 23, MANTO ESPEJO at level 28, AGARRE at level 36, GOLPE CABEZA at level 45, AMNESIA at level 54
287 Slakoth    : ESTÍMULO at level 1, ALIVIO at level 1, FOCO ENERGÍA at level 1, PULPOCAÑÓN at level 1, AYUDA at level 7, DETECCIÓN at level 13, TIRO VITAL at level 19, PARANORMAL at level 25, ESPORA at level 31, DOBLE EQUIPO at level 37, IMPACTRUENO at level 43
288 Vigoroth   : PATADA BAJA at level 1, COSQUILLAS at level 1, NIEVE POLVO at level 1, EXCAVAR at level 1, LÁTIGO CEPA at level 7, MOFA at level 13, HUESOMERANG at level 19, ALA DE ACERO at level 25, BOLA HIELO at level 31, GANCHO ALTO at level 37, BURBUJA at level 43, RABIA at level 49
289 Slaking    : TRIATAQUE at level 1, PLANTA FEROZ at level 1, VENGANZA at level 1, RAYO SOLAR at level 1, RELEVO at level 7, AZOTE at level 13, LLAMARADA at level 19, CAMUFLAJE at level 25, OTRA VEZ at level 31, VIENTO HIELO at level 36, DOBLE PATADA at level 37, BOLA SOMBRA at level 43
290 Nincada    : RONQUIDO at level 1, PUÑO MAREO at level 1, DESEO at level 1, PICOTAZO VEN at level 1, TRITURAR at level 5, RABIA at level 9, DANZA PÉTALO at level 14, TERREMOTO at level 19, SUSTITUTO at level 25, RESERVA at level 31, GANCHO ALTO at level 38, ONDA ÍGNEA at level 45
291 Ninjask    : TELETRANSP at level 1, ALA DE ACERO at level 1, MANTO ESPEJO at level 1, HIDROPULSO at level 1, RECURRENTE at level 5, ESTÍMULO at level 9, FALSOTORTAZO at level 14, DANZA PÉTALO at level 19, DESTRUCTOR at level 20, ESQUEMA at level 20, BOLA HIELO at level 20, REFLEJO at level 25, GOLPE CABEZA at level 31, RESPLANDOR at level 38, HUESO PALO at level 45
292 Shedinja   : CABEZAZO at level 1, ATAQUE ÓSEO at level 1, ATAQUE ALA at level 1, RESIDUOS at level 1, PORTAZO at level 5, PANTALLAHUMO at level 9, ESTÍMULO at level 14, ENFADO at level 19, SUMISIÓN at level 25, BOMBA SÓNICA at level 31, DOBLEATAQUE at level 38, ALIVIO at level 45
293 Whismur    : BOMBA HUEVO at level 1, SORPRESA at level 1, LADRÓN at level 1, DÍA DE PAGO at level 1, NEBLINA at level 5, DOBLE EQUIPO at level 11, BOMBA LODO at level 15, PISTOLA AGUA at level 21, ANULACIÓN at level 25, POLUCIÓN at level 31, HUESO PALO at level 35, SALPICADURA at level 41, DESENROLLAR at level 41, HOJA AGUDA at level 45
294 Loudred    : CANTO at level 1, NEBLINA at level 1, GIRO RÁPIDO at level 1, ATADURA at level 1, SILBATO at level 5, MALDICIÓN at level 11, PATADA ÍGNEA at level 15, CAMELO at level 23, BESO DULCE at level 29, CORPULENCIA at level 37, LÁTIGO at level 43, LLANTO FALSO at level 51, RUGIDO at level 51, CONVERSIÓN2 at level 57
295 Exploud    : DETECCIÓN at level 1, GOLPE KARATE at level 1, TRUCO at level 1, PLACAJE at level 1, DISP. DEMORA at level 5, TRITURAR at level 11, VIENTO PLATA at level 15, RAYO CONFUSO at level 23, ASCUAS at level 29, LÁTIGO at level 37, ANULACIÓN at level 40, ARRAIGO at level 45, AMNESIA at level 55, PSICOATAQUE at level 55, CONTADOR at level 63
296 Makuhita   : FUEGOSAGRADO at level 1, SÍNTESIS at level 1, DANZA LLUVIA at level 1, PERSECUCIÓN at level 1, NEBLINA at level 4, PERFORADOR at level 10, AULLIDO at level 13, HIDROPULSO at level 19, COSQUILLAS at level 22, GOLPE AÉREO at level 28, BARRERA at level 31, ESCUPIR at level 37, AZOTE at level 40, TENAZA at level 46, LADRÓN at level 49
297 Hariyama   : PUÑO HIELO at level 1, PSICOONDA at level 1, EXPLOSIÓN at level 1, RUEDA FUEGO at level 1, MISMODESTINO at level 4, SALPICAR at level 10, ARRAIGO at level 13, ATAQUE ARENA at level 19, MORDISCO at level 22, METRÓNOMO at level 29, IMITACIÓN at level 33, CICLÓN at level 40, GIRO FUEGO at level 44, HIP.COLMILLO at level 51, BOMBA LODO at level 55
298 Azurill    : DOBLE RAYO at level 1, POLUCIÓN at level 1, TRIATAQUE at level 1, LANZARROCAS at level 1, HOJA AFILADA at level 3, LÁTIGO at level 6, FALSOTORTAZO at level 10, DRAGOALIENTO at level 15, RAYO CONFUSO at level 21
299 Nosepass   : DANZA ESPADA at level 1, IMPRESIONAR at level 1, LÁTIGO CEPA at level 1, V. CORTANTE at level 1, METEOROBOLA at level 7, HOJA MÁGICA at level 13, COLMILLO VEN at level 16, PUÑO CERTERO at level 22, TRIPLEPATADA at level 28, DESQUITE at level 31, MARTILLAZO at level 37, CHIRRIDO at level 43, LLANTO FALSO at level 46
300 Skitty     : PULPOCAÑÓN at level 1, MOFA at level 1, FALSOTORTAZO at level 1, CORNADA at level 1, CAMPANA CURA at level 3, TRAGAR at level 7, TORM. ARENA at level 13, CERCA at level 15, NIEBLA at level 19, GOLPE CUERPO at level 25, EMPUJÓN at level 27, MÁS PSIQUE at level 31, EXCAVAR at level 37, PATADA GIRO at level 39
301 Delcatty   : SALPICADURA at level 1, COLMILLO VEN at level 1, SONÁMBULO at level 1, TIRO VITAL at level 1
302 Sableye    : DOBLE EQUIPO at level 1, HIPERRAYO at level 1, GARRA METAL at level 1, TRIATAQUE at level 1, PULPOCAÑÓN at level 5, REMOLINO at level 9, PREMONICIÓN at level 13, GAS VENENOSO at level 17, DESARME at level 21, LÁTIGO at level 25, FIJAR BLANCO at level 29, ELECTROCAÑÓN at level 33, CAMPANA CURA at level 37, ONDA VOLTIO at level 41, MALDICIÓN at level 45
303 Mawile     : LANZALLAMAS at level 1, GAS VENENOSO at level 1, PARANORMAL at level 1, TERREMOTO at level 1, ONDA ÍGNEA at level 6, ALA DE ACERO at level 11, RASTREO at level 16, CHIRRIDO at level 21, ARMAD. ÁCIDA at level 26, TRIPLEPATADA at level 31, LANZARROCAS at level 36, MISMODESTINO at level 41, NIEBLA at level 46, LÁTIGO at level 46, BOLA SOMBRA at level 46
304 Aron       : MIMÉTICO at level 1, LADRÓN at level 1, FUERZA BRUTA at level 1, BURBUJA at level 1, CARÁMBANO at level 4, METEOROBOLA at level 7, DESEO OCULTO at level 10, GOLPE AÉREO at level 13, GIRO FUEGO at level 17, GIRO RÁPIDO at level 21, PICOTAZO at level 25, TRIATAQUE at level 29, HIPERRAYO at level 34, SORPRESA at level 39, VEL. EXTREMA at level 44
305 Lairon     : BOMBA LODO at level 1, ECO METÁLICO at level 1, EMPUJÓN at level 1, MARTILLAZO at level 1, AGARRE at level 4, PATADA GIRO at level 7, AMNESIA at level 10, SILBATO at level 13, GIRO FUEGO at level 17, PLACAJE at level 21, BOMBA SÓNICA at level 25, DOBLEBOFETÓN at level 29, ONDA TRUENO at level 37, PUÑO FUEGO at level 45, BOLA NEBLINA at level 53
306 Aggron     : MAL DE OJO at level 1, GUILLOTINA at level 1, RECICLAJE at level 1, IMPACTRUENO at level 1, DANZA ESPADA at level 4, BARRERA at level 7, FURIA DRAGÓN at level 10, PARALIZADOR at level 13, GIGADRENADO at level 17, DESARROLLO at level 21, ESPORAGODÓN at level 25, ATAQUE ARENA at level 29, AGILIDAD at level 37, HIDROPULSO at level 50, FUERZA BRUTA at level 63
307 Meditite   : AGILIDAD at level 1, ONDA VOLTIO at level 1, ARMAD. ÁCIDA at level 1, PARANORMAL at level 1, DANZA DRAGÓN at level 4, MALICIOSO at level 9, RESERVA at level 12, GOLPE CUERPO at level 18, SOFOCO at level 22, PUÑO SOMBRA at level 28, TAMBOR at level 32, FUEGOSAGRADO at level 38, PUÑO MAREO at level 42, BUCLE ARENA at level 48
308 Medicham   : TUMBA ROCAS at level 1, CANTO MORTAL at level 1, GOLPE CUERPO at level 1, BOSTEZO at level 1, VOZARRÓN at level 1, HUESO PALO at level 1, AVALANCHA at level 1, GARRA BRUTAL at level 4, MAL DE OJO at level 9, FUEGO FATUO at level 12, NIEBLA at level 18, CARA SUSTO at level 22, CORNADA at level 28, CONTONEO at level 32, REFLEJO at level 40, VIENTO PLATA at level 46, RECICLAJE at level 54
309 Electrike  : ATAQUE AÉREO at level 1, PATADA BAJA at level 1, IMPACTRUENO at level 1, GIRO RÁPIDO at level 1, REFLEJO at level 4, METEOROBOLA at level 9, ESPORAGODÓN at level 12, AIRE AFILADO at level 17, SUPERSÓNICO at level 20, RÁFAGA at level 25, DESARROLLO at level 28, GOLPE at level 33, ENCANTO at level 36, DANZA DRAGÓN at level 41
310 Manectric  : PISTOLA AGUA at level 1, ATAQUE ARENA at level 1, HIDROCHORRO at level 1, IMAGEN at level 1, DESEO OCULTO at level 4, LENGÜETAZO at level 9, CONTONEO at level 12, CLAVO CAÑÓN at level 17, GANCHO ALTO at level 20, SOL MATINAL at level 25, PUÑO FUEGO at level 31, BOMBA LODO at level 39, TAMBOR at level 45, BOMBA SÓNICA at level 53
311 Plusle     : PUÑO TRUENO at level 1, AT. RÁPIDO at level 1, TORMENTO at level 1, VENTISCA at level 1, ESPORAGODÓN at level 4, SALPICADURA at level 10, MEDITACIÓN at level 13, FRÍO POLAR at level 19, AGARRE at level 22, TORBELLINO at level 28, BOLA SOMBRA at level 31, SEÑUELO at level 37, MASA CÓSMICA at level 40, SÍNTESIS at level 47
312 Minun      : COME SUEÑOS at level 1, MORDISCO at level 1, VIENTO PLATA at level 1, BOLA SOMBRA at level 1, PÚAS at level 4, ESQUEMA at level 10, CONTONEO at level 13, POLUCIÓN at level 19, HIDROPULSO at level 22, BESO DULCE at level 28, CICLÓN at level 31, CAMUFLAJE at level 37, PLANTA FEROZ at level 40, PATADA GIRO at level 47
313 Volbeat    : DOBLE FILO at level 1, HIDROCHORRO at level 1, FRUSTRACIÓN at level 1, RESIDUOS at level 1, LANZARROCAS at level 5, AEROCHORRO at level 9, PODER OCULTO at level 13, GOLPE CUERPO at level 17, OTRA VEZ at level 21, PISTOLA AGUA at level 25, MEGAPATADA at level 29, DETECCIÓN at level 33, LADRÓN at level 37
314 Illumise   : HIPERRAYO at level 1, RUGIDO at level 1, BOMBA SÓNICA at level 1, BOLA SOMBRA at level 1, TORM. ARENA at level 5, PSÍQUICO at level 9, COLA FÉRREA at level 13, TINIEBLAS at level 17, ÁCIDO at level 21, CARGA at level 25, DANZA PLUMA at level 29, ABSORBER at level 33, CUCHILLADA at level 37
315 Roselia    : PSICOONDA at level 1, COLA VENENO at level 1, BESO AMOROSO at level 1, BOLA SOMBRA at level 1, IMAGEN at level 5, MOV. ESPEJO at level 9, MÁS PSIQUE at level 13, SUSTITUTO at level 17, FUERZA BRUTA at level 21, ECO METÁLICO at level 25, SEÑUELO at level 29, TELETRANSP at level 33, CARGA at level 37, PATADA SALTO at level 41, HIDROBOMBA at level 45, COME SUEÑOS at level 49, GANCHO ALTO at level 53, CAMUFLAJE at level 57
316 Gulpin     : ESQUEMA at level 1, SOMNÍFERO at level 1, V. CORTANTE at level 1, AVALANCHA at level 1, GIRO RÁPIDO at level 6, LLAMARADA at level 9, PULPOCAÑÓN at level 14, SUPERDIENTE at level 17, TELARAÑA at level 23, PÚAS at level 28, BUCLE ARENA at level 34, CONVERSIÓN at level 34, ATAQUE ÓSEO at level 34, IMPRESIONAR at level 39
317 Swalot     : GOLPES FURIA at level 1, DANZA PLUMA at level 1, MANTO ESPEJO at level 1, PERSECUCIÓN at level 1, GIRO FUEGO at level 6, CONVERSIÓN2 at level 9, AMNESIA at level 14, TORBELLINO at level 17, FALSOTORTAZO at level 23, CHIRRIDO at level 26, LLAMARADA at level 31, PAZ MENTAL at level 40, RABIA at level 40, DANZA DRAGÓN at level 40, CABEZAZO at level 48
318 Carvanha   : HIDROBOMBA at level 1, PATADA SALTO at level 1, FINTA at level 1, ENFADO at level 1, GRUÑIDO at level 7, SALPICADURA at level 13, DANZA PÉTALO at level 16, CONVERSIÓN at level 22, ARAÑAZO at level 28, ASCUAS at level 31, CORTEFURIA at level 37, VELO SAGRADO at level 43
319 Sharpedo   : VOZARRÓN at level 1, ARRAIGO at level 1, GOLPE CUERPO at level 1, TRITURAR at level 1, CANTO MORTAL at level 7, INTERCAMBIO at level 13, ESPORA at level 16, ANTOJO at level 22, HUESO PALO at level 28, AGILIDAD at level 33, AFILAR at level 38, PERSECUCIÓN at level 43, PUÑO HIELO at level 48, MEGAPATADA at level 53
320 Wailmer    : AMNESIA at level 1, IMPACTRUENO at level 1, LANZALLAMAS at level 1, AEROCHORRO at level 1, ESPORA at level 5, FUEGO FATUO at level 10, DESEO at level 14, ADAPTACIÓN at level 19, DANZA CAOS at level 23, BURBUJA at level 28, BUCLE ARENA at level 32, MEGACUERNO at level 37, TELARAÑA at level 41, FISURA at level 46, DOBLEBOFETÓN at level 50
321 Wailord    : CANTO at level 1, FIJAR BLANCO at level 1, COLMILLO VEN at level 1, ALA DE ACERO at level 1, ROBO at level 5, REMOLINO at level 10, COME SUEÑOS at level 14, ALIVIO at level 19, VEL. EXTREMA at level 23, LUZ LUNAR at level 28, CONTONEO at level 32, BRAZO PINCHO at level 37, GOLPE CUERPO at level 44, RAYO at level 52, ASCUAS at level 59
322 Numel      : DERRIBO at level 1, RAYO AURORA at level 1, DANZA CAOS at level 1, PODER PASADO at level 1, PICO TALADRO at level 11, CARÁMBANO at level 19, GOLPE CUERPO at level 25, ESQUEMA at level 29, RESERVA at level 31, COLA VENENO at level 35, ECO METÁLICO at level 41, DESCANSO at level 49
323 Camerupt   : PICOTAZO VEN at level 1, MANTO ESPEJO at level 1, FISURA at level 1, CHISPA at level 1, PROTECCIÓN at level 11, GOLPE KARATE at level 19, LÁTIGO at level 25, BOLA HIELO at level 29, PODER OCULTO at level 31, MIMÉTICO at level 33, DESLUMBRAR at level 37, AVALANCHA at level 45, DOBLEATAQUE at level 55
